city,air_quality_index,co,no2,o2,particulate_matter_10,particulate_matter_25,so2,date,time
Cape Town,50,44.4,4.0,40.7,17.0,12.0,42.0,2024-04-22,04:00:00
Cape Town,76,43.8,15.0,40.0,35.0,24.0,42.0,2024-04-22,03:00:00
Cape Town,69,54.3,10.7,30.1,30.7,20.67,44.7,2024-04-22,02:00:00
Cape Town,76,64.8,15.0,20.1,35.0,24.0,42.0,2024-04-22,01:00:00
Cape Town,54,75.3,2.0,10.2,22.0,14.0,50.0,2024-04-22,00:00:00
Cape Town,50,92.6,6.0,9.5,22.0,12.0,64.0,2024-04-21,23:00:00
Cape Town,46,109.9,4.0,4.4,17.0,11.0,78.0,2024-04-21,22:00:00
Cape Town,67,127.2,26.0,26.0,32.0,20.0,92.0,2024-04-21,21:00:00
Cape Town,52,122.0,4.0,4.4,20.0,13.0,89.0,2024-04-21,20:00:00
Cape Town,59,116.7,4.0,4.4,22.0,16.0,86.0,2024-04-21,19:00:00
Cape Town,50,111.5,7.0,6.9,20.0,12.0,83.0,2024-04-21,18:00:00
Cape Town,50,96.7,7.0,6.9,20.0,12.0,70.3,2024-04-21,17:00:00
Cape Town,42,81.9,7.0,9.2,15.0,10.0,57.7,2024-04-21,16:00:00
Cape Town,65,67.1,9.0,93.0,31.0,19.0,45.0,2024-04-21,15:00:00
Cape Town,52,71.6,11.0,100.7,24.0,13.0,42.0,2024-04-21,14:00:00
Cape Town,65,76.1,6.3,108.3,30.3,19.0,45.0,2024-04-21,13:00:00
Cape Town,65,80.5,5.0,116.0,30.0,19.0,45.0,2024-04-21,12:00:00
Cape Town,63,90.1,5.7,106.7,28.3,18.0,51.0,2024-04-21,11:00:00
Cape Town,61,99.6,6.3,97.3,26.7,17.0,57.0,2024-04-21,10:00:00
Cape Town,59,109.1,7.0,88.0,25.0,16.0,63.0,2024-04-21,09:00:00
Cape Town,102,119.2,25.0,10.2,58.0,36.0,56.0,2024-04-21,08:00:00
Cape Town,74,129.4,2.0,79.6,35.0,23.33,49.0,2024-04-21,07:00:00
Cape Town,82,139.5,32.0,35.0,40.0,27.0,42.0,2024-04-21,06:00:00
Cape Town,98,131.1,29.0,36.7,53.0,34.0,42.0,2024-04-21,05:00:00
Cape Town,58,122.8,16.0,38.3,22.7,15.67,44.7,2024-04-21,04:00:00
Cape Town,42,114.4,8.0,40.0,14.0,10.0,46.0,2024-04-21,03:00:00
Cape Town,49,110.9,6.0,52.9,16.7,11.67,43.3,2024-04-21,02:00:00
Cape Town,53,107.4,2.0,78.6,19.3,13.33,40.7,2024-04-21,01:00:00
Cape Town,56,103.9,2.0,78.6,22.0,15.0,38.0,2024-04-21,00:00:00
Cape Town,61,120.2,2.0,78.6,25.0,17.0,52.7,2024-04-20,23:00:00
Cape Town,65,136.6,13.3,44.2,28.0,19.0,67.3,2024-04-20,22:00:00
Honolulu,42,40.3,0.0,68.0,19.0,10.0,1.0,2024-04-23,21:00:00
Honolulu,21,40.5,0.3,31.2,6.3,5.0,0.7,2024-04-23,20:00:00
Honolulu,26,115.0,0.7,50.0,10.0,6.33,3.0,2024-04-23,19:00:00
Honolulu,117,40.9,1.0,216.2,17.0,5.0,0.0,2024-04-23,18:00:00
Honolulu,14,65.6,0.7,30.4,3.8,3.0,1.0,2024-04-23,17:00:00
Honolulu,13,90.3,0.3,27.7,3.8,3.0,2.0,2024-04-23,16:00:00
Honolulu,32,115.0,0.0,68.6,7.0,5.5,3.0,2024-04-23,15:00:00
Honolulu,17,230.0,0.3,26.1,6.0,4.0,3.0,2024-04-23,14:00:00
Honolulu,13,66.0,0.7,27.7,3.8,3.0,1.0,2024-04-23,13:00:00
Honolulu,117,41.4,1.0,216.2,11.0,4.0,0.0,2024-04-23,12:00:00
Honolulu,117,66.0,0.7,216.2,6.3,5.0,1.0,2024-04-23,11:00:00
Honolulu,46,90.5,0.3,99.7,7.3,4.44,2.0,2024-04-23,10:00:00
Honolulu,19,115.0,0.0,41.5,5.5,4.67,3.0,2024-04-23,09:00:00
Honolulu,18,115.0,0.3,38.3,7.5,4.0,3.0,2024-04-23,08:00:00
Honolulu,117,115.0,0.7,216.2,3.8,3.0,3.0,2024-04-23,07:00:00
Honolulu,21,115.0,1.0,35.4,6.0,5.0,3.0,2024-04-23,06:00:00
Honolulu,117,90.5,0.7,216.2,3.8,3.0,2.3,2024-04-23,05:00:00
Honolulu,9,66.0,0.3,19.0,1.3,1.0,1.7,2024-04-23,04:00:00
Honolulu,29,41.4,0.0,46.0,13.0,7.0,1.0,2024-04-23,03:00:00
Honolulu,21,115.0,3.3,22.5,7.0,5.0,3.0,2024-04-23,02:00:00
Honolulu,17,115.0,6.7,37.2,7.0,4.0,3.0,2024-04-23,01:00:00
Honolulu,117,39.7,10.0,216.2,17.0,4.0,1.0,2024-04-23,00:00:00
Honolulu,117,64.8,6.7,216.2,3.8,3.0,1.7,2024-04-22,23:00:00
Honolulu,117,89.9,14.0,216.2,36.0,6.0,2.3,2024-04-22,22:00:00
Honolulu,44,115.0,0.0,58.8,13.0,10.5,3.0,2024-04-22,21:00:00
Honolulu,31,230.0,10.0,28.5,18.0,7.33,3.0,2024-04-22,20:00:00
Honolulu,28,115.0,12.0,24.6,12.3,6.67,3.0,2024-04-22,19:00:00
Honolulu,32,230.0,0.0,21.6,10.5,7.67,3.0,2024-04-22,18:00:00
Honolulu,117,191.7,1.0,216.2,16.0,5.0,3.0,2024-04-22,17:00:00
Honolulu,117,153.3,8.0,216.2,20.0,5.0,3.0,2024-04-22,16:00:00
Honolulu,31,115.0,0.0,43.1,9.5,7.5,3.0,2024-04-22,15:00:00
Honolulu,23,115.0,2.3,24.2,12.0,5.5,3.0,2024-04-22,14:00:00
Honolulu,21,115.0,4.7,39.1,8.0,5.0,3.0,2024-04-22,13:00:00
Honolulu,22,115.0,7.0,26.5,9.3,5.33,3.0,2024-04-22,12:00:00
Honolulu,117,115.0,4.7,216.2,8.8,7.0,3.0,2024-04-22,11:00:00
Honolulu,117,115.0,10.0,216.2,15.0,5.0,3.0,2024-04-22,10:00:00
Honolulu,27,115.0,0.0,58.8,8.0,6.5,3.0,2024-04-22,09:00:00
Honolulu,24,115.0,12.0,21.6,14.0,5.67,3.0,2024-04-22,08:00:00
Honolulu,26,115.0,12.0,18.7,10.7,6.33,3.0,2024-04-22,07:00:00
Honolulu,117,44.4,10.0,216.2,15.0,5.0,0.0,2024-04-22,06:00:00
Honolulu,117,67.9,1.0,216.2,17.0,5.0,1.0,2024-04-22,05:00:00
Honolulu,117,91.5,1.0,216.2,18.0,4.0,2.0,2024-04-22,04:00:00
Honolulu,29,115.0,0.0,62.7,8.5,7.0,3.0,2024-04-22,03:00:00
Honolulu,21,115.0,0.3,44.8,6.5,4.0,3.0,2024-04-22,02:00:00
Honolulu,23,115.0,0.7,26.8,12.0,5.5,3.0,2024-04-22,01:00:00
Honolulu,21,115.0,1.0,30.4,10.3,5.0,3.0,2024-04-22,00:00:00
Honolulu,117,115.0,0.7,216.2,10.0,8.0,3.0,2024-04-21,23:00:00
Honolulu,17,115.0,0.3,26.1,5.0,4.0,3.0,2024-04-21,22:00:00
Honolulu,25,115.0,0.0,45.0,6.0,6.0,3.0,2024-04-21,21:00:00
Honolulu,27,115.0,0.7,58.8,7.5,5.5,3.0,2024-04-21,20:00:00
Honolulu,31,115.0,1.3,39.5,11.0,7.33,3.0,2024-04-21,19:00:00
Honolulu,24,115.0,2.0,38.9,11.7,5.75,3.0,2024-04-21,18:00:00
Honolulu,117,191.7,1.0,216.2,12.0,4.0,3.0,2024-04-21,17:00:00
Honolulu,12,268.3,0.7,22.5,3.8,3.0,3.0,2024-04-21,16:00:00
Honolulu,24,345.0,0.0,36.0,8.5,5.67,3.0,2024-04-21,15:00:00
Honolulu,24,115.0,0.0,51.0,7.0,5.5,3.0,2024-04-21,14:00:00
Honolulu,21,115.0,0.0,34.6,8.0,5.0,3.0,2024-04-21,13:00:00
Honolulu,22,115.0,0.0,29.5,7.0,5.33,3.0,2024-04-21,12:00:00
Honolulu,117,115.0,0.0,216.2,7.5,6.0,3.0,2024-04-21,11:00:00
Honolulu,29,115.0,0.0,20.8,8.8,7.0,3.0,2024-04-21,10:00:00
Honolulu,22,115.0,0.0,43.0,8.5,5.33,3.0,2024-04-21,09:00:00
Honolulu,33,115.0,0.3,47.0,10.5,8.0,3.0,2024-04-21,08:00:00
Honolulu,25,115.0,0.7,26.5,7.0,6.0,3.0,2024-04-21,07:00:00
Honolulu,17,45.5,1.0,25.2,5.0,4.0,1.0,2024-04-21,06:00:00
Honolulu,117,68.7,1.0,216.2,51.0,7.0,1.7,2024-04-21,05:00:00
Honolulu,117,91.8,0.3,216.2,6.3,5.0,2.3,2024-04-21,04:00:00
Honolulu,29,115.0,0.0,26.5,10.0,7.0,3.0,2024-04-21,03:00:00
Honolulu,31,115.0,0.0,58.8,9.5,7.5,3.0,2024-04-21,02:00:00
Honolulu,28,115.0,0.0,48.0,9.5,6.67,3.0,2024-04-21,01:00:00
Honolulu,26,230.0,0.0,48.5,11.0,6.33,3.0,2024-04-21,00:00:00
Honolulu,117,167.3,5.0,216.2,23.0,4.0,2.3,2024-04-20,23:00:00
Honolulu,117,104.7,0.0,216.2,5.0,4.0,1.7,2024-04-20,22:00:00
Moscow,52,87.5,39.0,23.0,18.0,13.0,69.0,2024-04-23,21:00:00
Moscow,42,373.0,113.0,25.7,25.0,10.0,2.0,2024-04-23,20:00:00
Moscow,54,89.5,42.3,23.0,19.3,13.67,81.0,2024-04-23,19:00:00
Moscow,54,90.5,44.0,23.0,20.0,14.0,87.0,2024-04-23,18:00:00
Moscow,49,80.3,34.0,37.7,17.0,11.67,69.3,2024-04-23,17:00:00
Moscow,39,70.2,24.0,52.3,14.0,9.33,51.7,2024-04-23,16:00:00
Moscow,31,60.1,14.0,67.0,11.0,7.0,34.0,2024-04-23,15:00:00
Moscow,42,373.0,208.0,19.9,27.0,10.0,2.0,2024-04-23,14:00:00
Moscow,42,373.0,208.0,19.9,27.0,10.0,2.0,2024-04-23,13:00:00
Moscow,42,373.0,208.0,19.9,27.0,10.0,2.0,2024-04-23,12:00:00
Moscow,33,212.0,113.0,19.9,34.0,8.0,1.0,2024-04-23,11:00:00
Moscow,11,60.0,82.0,6.2,11.0,1.0,2.0,2024-04-23,10:00:00
Moscow,32,60.7,14.0,69.0,6.0,4.0,44.0,2024-04-23,09:00:00
Moscow,31,61.7,14.3,66.0,6.3,4.33,44.7,2024-04-23,08:00:00
Moscow,29,62.6,14.7,63.0,6.7,4.67,45.3,2024-04-23,07:00:00
Moscow,28,63.6,15.0,60.0,7.0,5.0,46.0,2024-04-23,06:00:00
Moscow,26,63.6,15.0,55.3,7.3,5.0,43.0,2024-04-23,05:00:00
Moscow,23,63.6,15.0,50.7,7.7,5.0,40.0,2024-04-23,04:00:00
Moscow,21,63.6,15.0,46.0,8.0,5.0,37.0,2024-04-23,03:00:00
Moscow,19,166.7,31.3,39.6,9.0,4.67,31.7,2024-04-23,02:00:00
Moscow,18,269.9,47.7,33.3,10.0,4.33,26.3,2024-04-23,01:00:00
Moscow,17,373.0,64.0,26.9,11.0,4.0,21.0,2024-04-23,00:00:00
Moscow,17,373.0,64.0,26.9,11.0,4.0,22.3,2024-04-22,23:00:00
Moscow,17,373.0,64.0,26.9,11.0,4.0,23.7,2024-04-22,22:00:00
Moscow,25,58.4,11.0,54.0,5.0,4.0,25.0,2024-04-22,21:00:00
Moscow,13,373.0,57.0,28.3,7.0,2.0,28.0,2024-04-22,20:00:00
Moscow,25,59.1,13.7,48.0,8.3,6.0,31.0,2024-04-22,19:00:00
Moscow,29,59.5,15.0,45.0,10.0,7.0,34.0,2024-04-22,18:00:00
Moscow,44,60.3,15.0,46.7,15.3,10.67,33.0,2024-04-22,17:00:00
Moscow,55,61.1,15.0,48.3,20.7,14.33,32.0,2024-04-22,16:00:00
Moscow,63,61.9,15.0,50.0,26.0,18.0,31.0,2024-04-22,15:00:00
Moscow,260,474.0,293.0,648.6,22.0,14.0,8.0,2024-04-22,14:00:00
Moscow,260,474.0,293.0,648.6,22.0,14.0,8.0,2024-04-22,13:00:00
Moscow,63,53.1,8.0,72.0,26.0,18.0,24.0,2024-04-22,12:00:00
Moscow,54,55.4,8.0,72.3,20.3,14.0,27.3,2024-04-22,11:00:00
Moscow,21,373.0,57.0,38.3,18.0,5.0,30.7,2024-04-22,10:00:00
Moscow,34,60.1,8.0,73.0,9.0,6.0,34.0,2024-04-22,09:00:00
Moscow,63,373.0,96.0,24.1,31.0,18.0,37.0,2024-04-22,08:00:00
Moscow,63,373.0,96.0,24.1,31.0,18.0,40.0,2024-04-22,07:00:00
Moscow,63,302.0,120.0,2.2,22.5,18.0,43.0,2024-04-22,06:00:00
Moscow,46,71.0,109.0,16.8,11.0,11.0,3.0,2024-04-22,05:00:00
Moscow,46,101.0,173.0,15.9,26.0,11.0,10.0,2024-04-22,04:00:00
Moscow,33,51.9,9.0,46.0,14.0,8.0,23.0,2024-04-22,03:00:00
Moscow,46,101.0,173.0,15.9,26.0,11.0,10.0,2024-04-22,02:00:00
Moscow,46,101.0,99.0,23.9,23.0,11.0,15.0,2024-04-22,01:00:00
Moscow,52,373.0,240.0,2.2,42.0,13.0,19.0,2024-04-22,00:00:00
Moscow,29,71.0,131.0,22.1,12.0,7.0,3.0,2024-04-21,23:00:00
Moscow,43,159.3,85.3,42.1,23.3,10.33,19.7,2024-04-21,22:00:00
Moscow,37,52.5,8.0,62.0,14.0,9.0,20.0,2024-04-21,21:00:00
Moscow,67,373.0,113.0,42.1,25.0,20.0,3.0,2024-04-21,20:00:00
Moscow,67,373.0,113.0,22.1,25.0,20.0,3.0,2024-04-21,19:00:00
Moscow,63,343.0,233.0,2.2,42.0,18.0,32.0,2024-04-21,18:00:00
Moscow,61,464.0,194.0,25.5,66.0,17.0,1.0,2024-04-21,17:00:00
Moscow,61,343.0,180.0,25.5,68.0,17.0,1.0,2024-04-21,16:00:00
Moscow,61,343.0,180.0,25.5,68.0,17.0,1.0,2024-04-21,15:00:00
Moscow,58,292.7,147.3,31.2,70.0,13.33,8.7,2024-04-21,14:00:00
Moscow,61,343.0,180.0,25.5,68.0,17.0,1.0,2024-04-21,13:00:00
Moscow,60,192.0,82.0,42.5,74.0,6.0,24.0,2024-04-21,12:00:00
Moscow,35,192.0,22.0,52.9,38.0,6.0,9.0,2024-04-21,11:00:00
Moscow,29,192.0,42.0,44.6,31.0,6.0,11.0,2024-04-21,10:00:00
Moscow,46,56.0,7.0,71.0,15.0,11.0,28.0,2024-04-21,09:00:00
Moscow,51,59.5,11.0,63.3,17.0,12.33,32.7,2024-04-21,08:00:00
Moscow,54,63.0,15.0,55.7,19.0,13.67,37.3,2024-04-21,07:00:00
Moscow,56,66.5,19.0,48.0,21.0,15.0,42.0,2024-04-21,06:00:00
Moscow,51,168.7,116.3,50.3,16.7,12.67,29.0,2024-04-21,05:00:00
Moscow,40,373.0,311.0,52.7,8.0,8.0,3.0,2024-04-21,04:00:00
Moscow,40,373.0,311.0,55.0,8.0,8.0,3.0,2024-04-21,03:00:00
Moscow,40,373.0,307.3,48.7,8.0,8.0,3.0,2024-04-21,02:00:00
Moscow,90,948.0,293.0,42.5,134.0,6.0,3.0,2024-04-21,01:00:00
Moscow,39,373.0,300.0,36.0,8.0,8.0,3.0,2024-04-21,00:00:00
Moscow,39,373.0,300.0,30.3,8.0,8.0,3.0,2024-04-20,23:00:00
Moscow,39,373.0,300.0,24.7,8.0,8.0,3.0,2024-04-20,22:00:00
Rio de Janeiro,67,60.1,10.0,61.0,29.0,20.0,7.0,2024-04-23,21:00:00
Rio de Janeiro,63,55.8,7.7,71.0,26.0,18.0,6.7,2024-04-23,20:00:00
Rio de Janeiro,85,454.0,24.5,108.2,38.1,28.43,6.3,2024-04-23,19:00:00
Rio de Janeiro,54,47.3,3.0,91.0,20.0,14.0,6.0,2024-04-23,18:00:00
Rio de Janeiro,74,171.5,11.6,91.9,32.7,23.1,7.0,2024-04-23,17:00:00
Rio de Janeiro,94,295.8,20.2,92.9,45.3,32.19,8.0,2024-04-23,16:00:00
Rio de Janeiro,116,420.0,28.8,93.8,58.0,41.29,9.0,2024-04-23,15:00:00
Rio de Janeiro,117,468.0,31.3,74.2,58.7,41.59,10.3,2024-04-23,14:00:00
Rio de Janeiro,118,516.0,33.8,54.5,59.5,41.9,11.7,2024-04-23,13:00:00
Rio de Janeiro,118,564.0,36.3,34.9,60.2,42.2,13.0,2024-04-23,12:00:00
Rio de Janeiro,77,460.0,35.3,14.7,33.0,24.5,11.0,2024-04-23,11:00:00
Rio de Janeiro,100,425.0,31.8,10.1,48.0,35.43,9.0,2024-04-23,10:00:00
Rio de Janeiro,93,431.0,33.5,8.3,44.6,32.0,7.0,2024-04-23,09:00:00
Rio de Janeiro,78,303.3,23.3,17.2,34.7,25.0,6.3,2024-04-23,08:00:00
Rio de Janeiro,99,397.0,33.8,10.5,48.7,34.57,5.7,2024-04-23,07:00:00
Rio de Janeiro,46,47.9,3.0,35.0,15.0,11.0,5.0,2024-04-23,06:00:00
Rio de Janeiro,64,167.9,14.7,28.1,25.8,18.67,5.0,2024-04-23,05:00:00
Rio de Janeiro,101,448.5,37.3,13.1,48.9,35.86,5.0,2024-04-23,04:00:00
Rio de Janeiro,98,408.0,38.0,14.4,47.4,34.0,5.0,2024-04-23,03:00:00
Rio de Janeiro,84,291.6,28.3,25.6,39.0,27.67,5.7,2024-04-23,02:00:00
Rio de Janeiro,81,827.5,47.5,17.2,39.3,26.33,6.3,2024-04-23,01:00:00
Rio de Janeiro,56,58.9,9.0,48.0,22.0,15.0,7.0,2024-04-23,00:00:00
Rio de Janeiro,79,419.5,48.3,33.8,34.1,25.29,6.7,2024-04-22,23:00:00
Rio de Janeiro,62,318.6,27.2,64.5,26.0,17.48,6.3,2024-04-22,22:00:00
Rio de Janeiro,65,448.5,36.3,72.8,28.0,18.71,6.0,2024-04-22,21:00:00
Rio de Janeiro,77,390.5,25.0,104.4,34.8,24.5,5.7,2024-04-22,20:00:00
Rio de Janeiro,82,176.7,58.0,75.0,36.0,27.0,5.3,2024-04-22,19:00:00
Rio de Janeiro,56,40.9,3.0,91.0,21.0,15.0,5.0,2024-04-22,18:00:00
Rio de Janeiro,82,259.0,27.0,85.0,38.4,26.86,6.7,2024-04-22,17:00:00
Rio de Janeiro,84,351.0,29.8,78.4,41.4,27.57,8.3,2024-04-22,16:00:00
Rio de Janeiro,97,448.0,32.0,76.0,53.2,33.8,10.0,2024-04-22,15:00:00
Rio de Janeiro,96,564.0,37.0,52.6,50.7,33.33,11.3,2024-04-22,14:00:00
Rio de Janeiro,72,610.0,14.7,16.2,29.0,22.0,12.7,2024-04-22,13:00:00
Rio de Janeiro,54,61.9,6.0,82.0,19.0,14.0,14.0,2024-04-22,12:00:00
Rio de Janeiro,68,425.5,30.3,13.6,28.3,20.29,11.7,2024-04-22,11:00:00
Rio de Janeiro,62,437.0,26.5,10.6,25.0,17.4,9.3,2024-04-22,10:00:00
Rio de Janeiro,57,276.0,24.3,11.1,21.0,15.14,7.0,2024-04-22,09:00:00
Rio de Janeiro,55,200.0,17.8,15.4,19.7,14.1,6.3,2024-04-22,08:00:00
Rio de Janeiro,52,123.9,11.4,19.7,18.3,13.05,5.7,2024-04-22,07:00:00
Rio de Janeiro,50,47.9,5.0,24.0,17.0,12.0,5.0,2024-04-22,06:00:00
Rio de Janeiro,62,253.0,20.3,19.2,23.3,17.33,5.0,2024-04-22,05:00:00
Rio de Janeiro,60,218.0,20.8,22.8,23.0,16.43,5.0,2024-04-22,04:00:00
Rio de Janeiro,56,47.9,6.0,32.0,22.0,15.0,5.0,2024-04-22,03:00:00
Rio de Janeiro,72,293.5,27.3,18.6,30.9,22.14,5.3,2024-04-22,02:00:00
Rio de Janeiro,77,231.0,24.5,27.6,33.9,24.43,5.7,2024-04-22,01:00:00
Rio de Janeiro,87,322.5,33.8,25.5,39.9,29.14,6.0,2024-04-22,00:00:00
Rio de Janeiro,69,391.0,31.0,18.2,28.0,21.0,5.7,2024-04-21,23:00:00
Rio de Janeiro,74,310.8,28.3,49.6,31.0,23.14,5.3,2024-04-21,22:00:00
Rio de Janeiro,68,305.0,25.5,61.7,26.6,20.14,5.0,2024-04-21,21:00:00
Rio de Janeiro,80,258.5,21.8,80.7,35.7,26.0,4.7,2024-04-21,20:00:00
Rio de Janeiro,69,259.0,19.0,94.5,29.7,21.0,4.3,2024-04-21,19:00:00
Rio de Janeiro,54,31.5,2.0,77.0,21.0,14.0,4.0,2024-04-21,18:00:00
Rio de Janeiro,55,33.8,2.0,83.3,21.3,14.33,6.0,2024-04-21,17:00:00
Rio de Janeiro,95,212.5,18.0,81.2,45.9,33.0,8.0,2024-04-21,16:00:00
Rio de Janeiro,56,38.5,2.0,96.0,22.0,15.0,10.0,2024-04-21,15:00:00
Rio de Janeiro,83,304.5,22.5,65.9,39.0,27.14,12.3,2024-04-21,14:00:00
Rio de Janeiro,58,53.3,6.7,86.7,22.7,15.67,14.7,2024-04-21,13:00:00
Rio de Janeiro,59,60.7,9.0,82.0,23.0,16.0,17.0,2024-04-21,12:00:00
Rio de Janeiro,58,205.3,13.8,59.0,22.1,15.57,13.0,2024-04-21,11:00:00
Rio de Janeiro,55,604.0,22.3,10.3,20.4,14.43,9.0,2024-04-21,10:00:00
Rio de Janeiro,56,494.5,23.3,12.9,20.3,14.71,5.0,2024-04-21,09:00:00
Rio de Janeiro,52,356.5,21.8,17.9,17.1,12.86,4.3,2024-04-21,08:00:00
Rio de Janeiro,51,188.2,10.4,25.6,17.4,12.24,3.7,2024-04-21,07:00:00
Rio de Janeiro,46,35.0,4.0,32.0,16.0,11.0,3.0,2024-04-21,06:00:00
Rio de Janeiro,61,298.5,22.0,23.5,23.4,17.0,3.3,2024-04-21,05:00:00
Rio de Janeiro,52,276.0,16.5,24.2,17.5,13.0,3.7,2024-04-21,04:00:00
Rio de Janeiro,73,224.0,22.8,24.6,30.9,22.71,4.0,2024-04-21,03:00:00
Rio de Janeiro,73,253.0,26.3,23.1,31.0,22.43,4.3,2024-04-21,02:00:00
Rio de Janeiro,76,247.0,25.8,30.6,33.0,24.0,4.7,2024-04-21,01:00:00
Rio de Janeiro,75,253.0,26.0,35.9,33.2,23.4,5.0,2024-04-21,00:00:00
Rio de Janeiro,59,288.0,19.0,36.6,21.0,16.0,4.7,2024-04-20,23:00:00
Rio de Janeiro,52,270.5,24.8,46.9,18.1,13.14,4.3,2024-04-20,22:00:00
Vancouver,52,74.7,13.0,77.0,21.0,13.0,32.0,2024-04-23,21:00:00
Vancouver,40,10.0,42.5,9.9,11.9,9.5,2.0,2024-04-23,20:00:00
Vancouver,22,182.1,22.9,41.3,6.0,5.27,2.1,2024-04-23,19:00:00
Vancouver,33,10.0,64.0,6.9,10.0,8.0,4.0,2024-04-23,18:00:00
Vancouver,37,108.9,57.0,4.2,11.3,9.0,2.0,2024-04-23,17:00:00
Vancouver,33,10.0,54.0,4.2,10.0,8.0,2.0,2024-04-23,16:00:00
Vancouver,22,306.7,27.0,25.0,6.4,5.25,5.4,2024-04-23,15:00:00
Vancouver,25,306.7,33.4,13.5,7.0,5.93,3.9,2024-04-23,14:00:00
Vancouver,29,10.0,86.0,0.6,8.8,7.0,2.0,2024-04-23,13:00:00
Vancouver,35,10.0,59.5,4.2,10.6,8.5,2.0,2024-04-23,12:00:00
Vancouver,37,10.0,65.0,3.1,11.3,9.0,2.0,2024-04-23,11:00:00
Vancouver,23,169.4,32.4,16.4,7.0,5.6,1.3,2024-04-23,10:00:00
Vancouver,17,249.2,18.8,22.4,5.2,4.15,0.9,2024-04-23,09:00:00
Vancouver,17,253.0,20.8,24.4,5.1,4.08,1.1,2024-04-23,08:00:00
Vancouver,17,236.4,19.0,29.2,4.6,4.0,1.7,2024-04-23,07:00:00
Vancouver,16,230.0,19.1,32.6,4.3,3.92,2.1,2024-04-23,06:00:00
Vancouver,42,192.0,92.0,5.0,12.5,10.0,1.0,2024-04-23,05:00:00
Vancouver,29,154.1,37.0,33.5,8.8,7.0,22.7,2024-04-23,04:00:00
Vancouver,33,116.1,39.0,34.0,12.0,8.0,33.0,2024-04-23,03:00:00
Vancouver,28,207.0,16.2,60.8,3.9,3.46,1.3,2024-04-23,02:00:00
Vancouver,27,207.0,15.2,59.5,3.3,3.15,1.3,2024-04-23,01:00:00
Vancouver,29,184.0,11.8,63.6,3.3,3.15,1.2,2024-04-23,00:00:00
Vancouver,29,10.0,21.5,13.7,8.8,7.0,2.0,2024-04-22,23:00:00
Vancouver,31,10.0,35.5,12.0,9.4,7.5,2.0,2024-04-22,22:00:00
Vancouver,31,184.0,9.3,66.4,3.8,3.17,0.9,2024-04-22,21:00:00
Vancouver,26,230.0,10.2,55.7,4.8,4.08,0.8,2024-04-22,20:00:00
Vancouver,25,155.0,9.8,53.7,4.5,4.0,1.1,2024-04-22,19:00:00
Vancouver,21,182.1,10.7,46.2,5.0,4.2,1.2,2024-04-22,18:00:00
Vancouver,29,10.0,20.0,8.4,8.8,7.0,1.0,2024-04-22,17:00:00
Vancouver,29,10.0,49.0,3.7,8.8,7.0,1.0,2024-04-22,16:00:00
Vancouver,16,230.0,15.3,34.4,4.4,3.54,2.6,2024-04-22,15:00:00
Vancouver,14,230.0,21.3,20.9,4.2,3.38,1.7,2024-04-22,14:00:00
Vancouver,13,215.0,25.8,12.0,3.7,3.15,1.0,2024-04-22,13:00:00
Vancouver,12,198.6,21.8,13.5,3.0,2.93,0.8,2024-04-22,12:00:00
Vancouver,42,10.0,46.0,5.2,12.5,10.0,1.0,2024-04-22,11:00:00
Vancouver,50,10.0,33.0,6.2,15.0,12.0,1.0,2024-04-22,10:00:00
Vancouver,11,210.8,15.9,23.4,2.5,2.45,0.9,2024-04-22,09:00:00
Vancouver,13,230.0,15.1,28.3,2.8,2.38,1.1,2024-04-22,08:00:00
Vancouver,15,230.0,14.9,31.4,3.3,2.5,1.0,2024-04-22,07:00:00
Vancouver,15,230.0,18.2,32.7,3.9,2.92,0.9,2024-04-22,06:00:00
Vancouver,25,223.6,24.0,5.5,7.5,6.0,1.0,2024-04-22,05:00:00
Vancouver,23,217.2,14.3,50.1,3.4,2.75,0.8,2024-04-22,04:00:00
Vancouver,27,210.8,12.3,58.8,3.2,2.67,0.8,2024-04-22,03:00:00
Vancouver,29,132.9,7.4,63.2,2.9,2.08,1.0,2024-04-22,02:00:00
Vancouver,34,138.0,3.4,73.7,3.0,2.42,0.9,2024-04-22,01:00:00
Vancouver,21,10.0,3.7,45.9,3.0,3.0,0.7,2024-04-22,00:00:00
Vancouver,46,10.0,5.0,17.0,13.8,11.0,1.0,2024-04-21,23:00:00
Vancouver,50,118.3,12.0,67.1,9.0,3.0,264.0,2024-04-21,22:00:00
Vancouver,36,172.5,3.1,77.7,3.9,2.9,0.7,2024-04-21,21:00:00
Vancouver,36,161.0,4.5,78.7,4.4,3.3,38.4,2024-04-21,20:00:00
Vancouver,36,191.7,4.1,76.9,3.8,2.85,29.9,2024-04-21,19:00:00
Vancouver,30,172.5,6.5,65.9,4.8,3.94,1.2,2024-04-21,18:00:00
Vancouver,29,172.5,32.0,11.8,8.8,7.0,1.0,2024-04-21,17:00:00
Vancouver,25,10.0,61.0,8.2,7.5,6.0,1.1,2024-04-21,16:00:00
Vancouver,33,172.5,5.2,72.0,3.9,3.3,1.0,2024-04-21,15:00:00
Vancouver,26,149.3,9.3,56.7,4.6,3.79,0.9,2024-04-21,14:00:00
Vancouver,23,146.3,8.9,50.6,4.6,4.0,0.7,2024-04-21,13:00:00
Vancouver,24,131.9,12.6,51.0,5.0,4.27,0.6,2024-04-21,12:00:00
